Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2018-02-08,36.30089569091797,37.66963864747033,36.272820084061365,37.503516309901045,217562000
2018-02-09,36.74491500854492,37.0926057952475,35.295416555680326,36.8999676132487,282690400
2018-02-12,38.224952697753906,38.502164684443535,37.00333010270935,37.235908995126586,243278000
2018-02-13,38.60787582397461,38.704196688200184,37.9759220541177,38.046400822690046,130196800
2018-02-14,39.319705963134766,39.359643097700136,38.264886694786455,38.30247226663081,162579600
2018-02-15,40.6400032043457,40.66349374207075,39.702643640911546,39.888234303148494,204588800
2018-02-16,40.50844192504883,41.06992063350234,40.35339290200922,40.49199890679154,160704400
2018-02-20,40.3721923828125,40.938363532091294,40.27117194380157,40.41917704957792,135722000
2018-02-21,40.18893814086914,40.90546216900995,40.17483951865487,40.6024081083395,149886400
2018-02-22,40.524879455566406,40.865522652890775,40.33928883126937,40.36043138630971,123967600
2018-02-23,41.22964859008789,41.264886172097626,40.769190538538275,40.79973216607876,135249600
2018-02-26,42.044864654541016,42.14353351551222,41.39646774614467,41.42935736646841,152648800
2018-02-27,41.90860366821289,42.39959996000254,41.85457149250912,42.07540332108041,155712400
2018-02-28,41.845184326171875,42.43250166102024,41.8287413048404,42.11300088747471,151128400
2018-03-01,41.1121940612793,42.235143989434334,40.56246615530191,41.94383343816568,195208000
2018-03-02,41.3964729309082,41.41761549275726,40.51314544352325,40.595371296980964,153816000
2018-03-05,41.539772033691406,41.75590432996107,40.99943950066743,41.16153961904458,113605600
2018-03-06,41.5045280456543,41.875712915688,41.37766911815642,41.79583864338566,95154000
2018-03-07,41.119239807128906,41.31188151451228,40.94069671967741,41.098097254279125,126814000
2018-03-08,41.567955017089844,41.61024012699742,41.128642980010106,41.22496025858815,95096400
2018-03-09,42.28213119506836,42.28683073553249,41.673671546479305,41.80758156446404,128740800
2018-03-12,42.69090270996094,42.84830325175137,42.33616449649583,42.35495548786584,128828400
2018-03-13,42.279781341552734,43.10907275407872,42.1082857615601,42.89528848118307,126774000
2018-03-14,41.92034149169922,42.408989697640614,41.77233645097069,42.362005051524825,117473600
2018-03-15,41.96967697143555,42.34321335751653,41.83342256383751,41.93443938062553,90975200
2018-03-16,41.821678161621094,42.080095541605395,41.72770527232746,41.969679637122375,157618800
2018-03-19,41.18266296386719,41.692453617992264,40.79738320945156,41.65721603682845,133787200
2018-03-20,41.168582916259766,41.53506823255151,41.09810414358075,41.168582916259766,78597600
2018-03-21,40.23591613769531,41.13333469644527,40.23356457536566,41.121587638893054,148219600
2018-03-22,39.66739273071289,40.56715924551111,39.608661029059306,39.93755712443996,165963200
2018-03-23,38.74884033203125,39.91877519588673,38.74884033203125,39.55933735467391,164115200
2018-03-26,40.588321685791016,40.665847993277964,39.10123397243239,39.48416596813154,150164800
2018-03-27,39.54758071899414,41.14743181798112,39.213985058848884,40.802089099688025,163690400
2018-03-28,39.110618591308594,39.942261596856255,38.807564550618565,39.291513258456376,166674000
2018-03-29,39.4160270690918,40.34868696132009,39.2092902915603,39.42307458789862,153594000
2018-04-02,39.15761184692383,39.68854890632688,38.63842543352329,39.14821634870157,150347200
2018-04-03,39.559329986572266,39.643903791381845,38.734738078203186,39.38313485861057,121112000
2018-04-04,40.31580352783203,40.40977284946621,38.70890446886859,38.73474657002297,138422000
2018-04-05,40.59535217285156,40.931295779638134,40.42620458834271,40.543667989546165,107732800
2018-04-06,39.5569953918457,40.520193599758414,39.51470668278402,40.1654552459367,140021200
2018-04-09,39.949310302734375,40.66348632700051,39.902325651152246,39.90937316965461,116070800
2018-04-10,40.701080322265625,40.877275475175864,40.29700581814884,40.64234860462888,113634400
2018-04-11,40.51078796386719,40.858478709963855,40.336940798469165,40.461451746423364,89726400
2018-04-12,40.910160064697266,41.11219729191981,40.651739104982695,40.7386644739953,91557200
2018-04-13,41.048770904541016,41.30953987307731,40.84203769697408,41.06051796495608,100497200
2018-04-16,41.304840087890625,41.3917618744456,41.07226121814989,41.1192458707553,86313600
2018-04-17,41.87334060668945,42.03778859666953,41.44342427129326,41.4622188393906,106421600
2018-04-18,41.779396057128906,42.009626983699256,41.55386825663928,41.77234853740734,83018000
2018-04-19,40.59535217285156,41.203811730757785,40.56246256390254,40.82087989573101,139235200
2018-04-20,38.93208694458008,40.224184920792496,38.86395613476592,40.07853138694167,261964400
2018-04-23,38.81932067871094,39.21399613411533,38.549152603802106,39.1928535742972,146062000
2018-04-24,38.27898406982422,39.075386001140814,37.87490957405361,38.92033340945452,134768000
2018-04-25,38.44577407836914,38.8615955688351,38.1544671050226,38.20379973161242,113528400
2018-04-26,38.579689025878906,38.93442729205529,38.37999976208661,38.55619490612709,111852000
2018-04-27,38.133331298828125,38.605533017528785,37.736304314562105,38.52800672018398,142623200
2018-04-30,38.82400894165039,39.29386262956207,38.02055956548532,38.08869035766404,169709600
2018-05-01,39.726131439208984,39.7496219731945,38.8263611810119,39.09417764440143,214277600
2018-05-02,41.48102951049805,41.75824143197901,40.83028122820811,41.16622485353151,266157600
2018-05-03,41.55621337890625,41.699518911228594,40.98064327143764,41.318938533621505,136272800
2018-05-04,43.18660354614258,43.28527239361948,41.85691670617901,41.875711284464984,224805200
2018-05-07,43.49905776977539,44.0887228912663,43.402736897928456,43.50375372593912,169805600
2018-05-08,43.708133697509766,43.74807082502772,43.14900674286115,43.45911185257509,113611200
2018-05-09,44.015899658203125,44.02529515598114,43.51315628663752,43.82560946207637,92844800
2018-05-10,44.64550018310547,44.723026479302476,44.084025114920664,44.10517125730131,111957200
2018-05-11,44.47569274902344,44.82236714269352,44.20684358643458,44.68794436066,104848800
2018-05-14,44.37193298339844,44.69738334833763,44.30354306537909,44.5747493038135,83115200
2018-05-15,43.96866226196289,44.11723805875026,43.65264721346762,44.04884454020393,94780800
2018-05-16,44.379005432128906,44.445041913162775,43.864891761356354,43.88140178124538,76732400
2018-05-17,44.09837341308594,44.55117192487424,43.94979760818631,44.33656322857982,69176000
2018-05-18,43.93800354003906,44.29175270097355,43.895555368017746,44.14553753264784,73190800
2018-05-21,44.24930191040039,44.636067492860136,44.07950203531832,44.33655888007339,73603200
2018-05-22,44.13846206665039,44.5440947186547,44.0488444625845,44.426178333735365,60962800
2018-05-23,44.42146301269531,44.45447945827249,43.808296339379034,43.94744041579675,80233600
2018-05-24,44.37193298339844,44.53465816586804,43.914420445273656,44.51815174366573,92936000
2018-05-25,44.47333908081055,44.725678244441816,44.25401275871705,44.390796181399885,69844000
2018-05-29,44.31297302246094,44.5134323027032,44.07006557380346,44.24222607510225,90056400
2018-05-30,44.21864700317383,44.336563395182296,44.04884711079983,44.27053050353937,74762000
2018-05-31,44.070068359375,44.39080106892208,43.8979114457168,44.152611267873816,109931200
2018-06-01,44.864830017089844,44.8695440818223,44.27760509085612,44.33420625434989,93770000
2018-06-04,45.23979949951172,45.614772730208344,45.12660078050418,45.19499069863809,105064800
2018-06-05,45.58882141113281,45.737397172621684,45.36478105232309,45.53222386277258,86264000
2018-06-06,45.746829986572266,45.770414697964746,45.26101515946964,45.66429069374203,83734400
2018-06-07,45.62420654296875,45.798720479292754,45.36007140934705,45.78457108970132,85388800
2018-06-08,45.20914077758789,45.27989132749158,44.753985263930446,45.08414969878442,106627200
2018-06-11,45.09830093383789,45.27281848426944,44.85775409225702,45.126603314070564,73234000
2018-06-12,45.34591293334961,45.423738159030144,45.0794208210364,45.13602196658267,67644400
2018-06-13,44.97330093383789,45.4874181569556,44.91198571944777,45.37893351770335,86553600
2018-06-14,44.996883392333984,45.17847559309577,44.86009998383357,45.17375793114149,86440400
2018-06-15,44.53466033935547,44.84596132945059,44.39787689811876,44.81530191719264,246876800
2018-06-18,44.511085510253906,44.624284250591025,44.14790097049282,44.30826915128323,73939600
2018-06-19,43.79178237915039,43.942715189887565,43.263515742309266,43.66207365151953,134314000
2018-06-20,43.982810974121094,44.147893191048695,43.80121873623951,43.94743749853748,82514800
2018-06-21,43.737548828125,44.4191054162956,43.614914775314446,44.159687919681474,102847600
2018-06-22,43.61018371582031,43.90025693763943,43.55830023243523,43.89318224431615,108801600
2018-06-25,42.96165466308594,43.61019477128706,42.62205490339157,43.25172795844052,126652400
2018-06-26,43.494632720947266,43.989882939520605,43.04890896364015,43.15503658085031,98276800
2018-06-27,43.43096160888672,44.166758662861064,43.400302198797014,43.683300788900816,101141200
2018-06-28,43.74696731567383,43.91441012163316,43.346052431946084,43.416802964020754,69460800
2018-06-29,43.655006408691406,44.145539026947496,43.136175008129875,43.933287364088685,90950800
2018-07-02,44.14317321777344,44.171475595281485,43.25644335717007,43.35077861799314,70925200
2018-07-03,43.37436294555664,44.32476872776422,43.284745340770385,44.28703462064132,55819200
2018-07-05,43.72339630126953,43.96158971391458,43.45926473721124,43.690379855762245,66416800
2018-07-06,44.32948684692383,44.43796790786526,43.67622905491156,43.72811255310879,69940800
2018-07-09,44.945011138916016,44.96859225753732,44.64314547179164,44.69031130755683,79026400
2018-07-10,44.8907585144043,45.11008121096338,44.850663786356435,44.97565843531915,63756400
2018-07-11,44.30826187133789,44.756342693838846,44.2445860160065,44.454477036854996,75326000
2018-07-12,45.05113983154297,45.140757447737556,44.64550712464103,44.697390628909154,72164400
2018-07-13,45.12187957763672,45.24215298223861,45.02046962595416,45.06292139132797,50055600
2018-07-16,45.022830963134766,45.43317764323029,44.907271620687844,45.16668908392699,60172400
2018-07-17,45.15017318725586,45.24922249709386,44.619549571216886,44.749258285952976,62138000
2018-07-18,44.90255355834961,45.232721563034644,44.79171187945447,45.22800390051171,65573600
2018-07-19,45.25159454345703,45.40960207271725,44.735120184452185,44.735120184452185,81147200
2018-07-20,45.14783477783203,45.38130696213641,44.84832609454231,45.22801707146135,82704800
2018-07-23,45.187923431396484,45.27046635168146,44.70446546656228,44.96859705383744,63957600
2018-07-24,45.515724182128906,45.67137467251111,45.2916837724395,45.38601544014374,74791600
2018-07-25,45.94493865966797,45.9520133543751,45.38129492550352,45.52987071139773,66839600
2018-07-26,45.801082611083984,46.21378994746489,45.65958151348729,45.89541427713352,76304000
2018-07-27,45.039337158203125,46.032194609591265,44.83180678717591,45.98502877974518,96096000
2018-07-30,44.7869987487793,45.327054166940535,44.58890010095334,45.256303621710636,84118000
2018-07-31,44.876617431640625,45.31290950732972,44.65257701379592,44.878978062458756,157492000
2018-08-01,47.520301818847656,47.58161704185553,46.53216196456808,46.96137932119036,271742800
2018-08-02,48.90935134887695,49.14282705476914,47.24909045809848,47.303330980206844,249616000
2018-08-03,49.05086135864258,49.22773594418698,48.45891877596613,48.82446030579577,133789600
2018-08-06,49.30555725097656,49.34800542082201,48.8338917272411,49.053214468487354,101701600
2018-08-07,48.84333419799805,49.40697447889994,48.76079127377916,49.36452629971754,102349600
2018-08-08,48.876338958740234,49.00840472708714,48.23251653878795,48.59334036963655,90102000
2018-08-09,49.2607421875,49.472990206787024,48.86454132670314,49.41403202381597,93970400
2018-08-10,49.114013671875,49.48557133409341,48.910486075946345,49.07378193457011,98444800
2018-08-13,49.43114471435547,49.92339766557186,49.15425310638555,49.53527563245895,103563600
2018-08-14,49.63939666748047,49.831090541667486,49.28677223977179,49.73642805922572,82992000
2018-08-15,49.75537109375,49.87370102571761,49.303349886959445,49.51397702141606,115230400
2018-08-16,50.484283447265625,50.600244468404085,50.04646125852407,50.11272573092973,114001600
2018-08-17,51.49245834350586,51.580021345614256,50.446422082464224,50.51268656154246,141708000
2018-08-20,50.9907341003418,51.87110544133441,50.90790170638591,51.615515974972475,121150800
2018-08-21,50.89133834838867,51.4001592504967,50.65231317269027,51.30786204293562,104639200
2018-08-22,50.89370346069336,51.203727298569135,50.60734344206001,50.66887731660461,76072400
2018-08-23,50.997825622558594,51.36701436188184,50.78719852839893,50.799028630418015,75532800
2018-08-24,51.15637969970703,51.331505628474766,50.907886204649834,51.26051058229418,73905600
2018-08-27,51.577640533447266,51.76696910721527,51.19661808777822,51.39067725781233,82100400
2018-08-28,51.994163513183594,52.19295690212046,51.809569136150444,51.83086765400602,91107200
2018-08-29,52.770416259765625,52.89111510335813,51.92554241033305,52.10066840120375,109019200
2018-08-30,53.25556564331055,54.01997594606434,52.63314908356902,52.83431140009816,195175200
2018-08-31,53.87088394165039,54.164339850677784,53.48512722248886,53.60582244851051,173360400
2018-09-04,54.043636322021484,54.23769549548698,53.63421584694756,54.05547003518039,109560400
2018-09-05,53.691017150878906,54.353665430113836,53.272131830936814,54.19273847104645,133332000
2018-09-06,52.79880905151367,53.80461332013757,52.372820639044484,53.539551857299855,137160000
2018-09-07,52.37282943725586,53.336033220872075,52.23320098200579,52.502993086702105,150479200
2018-09-10,51.669960021972656,52.503003939482305,51.22977243267342,52.290007847866946,158066000
2018-09-11,52.97630310058594,53.08279929926548,51.251050959636466,51.59420698255603,142996000
2018-09-12,52.31840515136719,53.24847681301907,52.0273108780994,53.23427779698521,197114800
2018-09-13,53.58216857910156,54.04128936077175,52.673395433957964,52.898221615694666,166825600
2018-09-14,52.97393798828125,53.683917511891266,52.661548875687,53.425959151653856,127997200
2018-09-17,51.56344223022461,52.76330562803429,51.4190795969982,52.5739770516672,148780400
2018-09-18,51.648651123046875,52.50299339478895,51.3835896141256,51.54215129305673,126286800
2018-09-19,51.67940902709961,51.97523383237658,50.952865183133554,51.71017596241406,108495200
2018-09-20,52.072265625,52.60475027848478,51.8640038049603,52.12196578156135,106435200
2018-09-21,51.51137924194336,52.38701988693208,51.4238126496448,52.24975675278797,384986800
2018-09-24,52.25212478637695,52.36335520071056,51.26762259076125,51.31258853840368,110773600
2018-09-25,52.58345031738281,52.73254717183654,51.99416601700422,52.00599973120798,98217600
2018-09-26,52.16456604003906,52.95264380917307,52.008369665368996,52.30182919252401,95938800
2018-09-27,53.23662567138672,53.58925010243366,52.902934459235816,52.96920253094307,120724800
2018-09-28,53.4235954284668,53.44725924659931,53.016540200703474,53.198765683780366,91717600
2018-10-01,53.7833251953125,54.2945114233787,53.567967440306184,53.94662109687337,94403200
2018-10-02,54.26137161254883,54.43176699813006,53.634224437244896,53.78095239271763,99152800
2018-10-03,54.92164611816406,55.252968421450255,54.3796931085446,54.44359227101489,114619200
2018-10-04,53.95608901977539,54.98792627312138,53.657895250567,54.61636851661356,128168000
2018-10-05,53.080421447753906,54.055462214940356,52.20241566997546,53.94896603420158,134322000
2018-10-08,52.95737838745117,53.201137756680225,52.11250094585972,52.58818958011952,118655600
2018-10-09,53.691017150878906,53.78568325427967,52.597649837383955,52.92660687302358,107564000
2018-10-10,51.20372772216797,53.567961035959435,51.130363742966665,53.35733390390222,167962400
2018-10-11,50.751708984375,51.946842063881995,50.24762591104082,50.76827690881467,212497600
2018-10-12,52.56452178955078,52.74675089335789,51.31732331289701,52.16456604729884,161351600
2018-10-15,51.44037628173828,52.498245917950676,51.41907776558042,52.33968427909419,123164000
2018-10-16,52.57398986816406,52.772786907940514,51.29839328438548,51.81194478059316,116736000
2018-10-17,52.34678649902344,52.68994251799394,51.90896438476094,52.60947904535247,91541600
2018-10-18,51.123260498046875,52.003635406378,50.408546758242004,51.55871374421379,130325200
2018-10-19,51.9018669128418,52.36335286065442,51.45694527539042,51.6060421243539,132314800
2018-10-22,52.21900177001953,52.860351642227485,51.814315392093164,52.01547412607482,115168400
2018-10-23,52.71125411987305,52.83431826872994,50.810875570252065,51.078302390515155,155071200
2018-10-24,50.903160095214844,53.066230717386226,50.77299647127529,52.68047766425556,163702000
2018-10-25,52.01782989501953,52.391752849252924,51.29601671156717,51.52321173088781,119423200
2018-10-26,51.18952941894531,52.11013614750111,50.3304529551545,51.09486330644962,189033600
2018-10-29,50.22868347167969,51.99179847777258,48.77322335476921,51.87346856312014,183742000
2018-10-30,50.47953796386719,50.924455949051364,49.5257992228298,49.97071720801397,146640000
2018-10-31,51.79536819458008,52.1716564405794,51.26524889935594,51.32678276350277,153435600
2018-11-01,52.590553283691406,52.623685518956215,51.310222601060566,51.840341976440314,233292800
2018-11-02,49.102176666259766,50.56236726950181,48.61702333058123,49.59206420928688,365314800
2018-11-05,47.708255767822266,48.370904034951764,46.898879557030305,48.34960551625416,264654800
2018-11-06,48.22417449951172,48.449000615453585,47.73192162049639,47.786352370196695,127531600
2018-11-07,49.686737060546875,49.712769789684685,48.30937854826853,48.74483182553473,133697600
2018-11-08,49.51337814331055,49.90047723917868,49.100151860589314,49.86722939737878,101450400
2018-11-09,48.55868148803711,48.92440772185427,48.03146315999094,48.815166373876544,137463200
2018-11-12,46.11256790161133,47.46148768342371,46.02232223478906,47.25962352039764,204542000
2018-11-13,45.651851654052734,46.82740454065561,45.46661319307252,45.509362481467676,187531600
2018-11-14,44.36232376098633,46.18621196226548,44.155708764498364,46.04846983918809,243204000
2018-11-15,45.45711898803711,45.59011034254825,44.38605662645267,44.73991147050331,185915200
2018-11-16,45.960594177246094,46.3025740679151,44.99402953711943,45.241013000523054,147713200
2018-11-19,44.139068603515625,45.288497903512194,43.9324573152548,45.122258727684965,167701200
2018-11-20,42.03020477294922,43.09651653057792,41.68110061533722,42.36030964576851,271300800
2018-11-21,41.98270797729492,42.81153410282051,41.92808729886991,42.68328983761377,124496800
2018-11-23,40.91640090942383,41.939967101500436,40.87128168001678,41.54574005409915,94496000
2018-11-26,41.46974182128906,41.54811251832869,40.434304272853666,41.37949974109404,179994000
2018-11-27,41.379486083984375,41.50535314333375,40.581534441910556,40.73114788347668,165549600
2018-11-28,42.970645904541016,43.05376369196034,41.54335510075574,41.97082991406699,184250000
2018-11-29,42.64053726196289,43.4123654086961,42.20118748278702,43.37911757194036,167080000
2018-11-30,42.41018295288086,42.82578279276526,42.042079512806076,42.81628133855752,158126000
2018-12-03,43.892086029052734,43.92058313866177,43.03476295213865,43.80659107648332,163210000
2018-12-04,41.96133041381836,43.31499758229476,41.86158689864037,42.97301774526017,165377200
2018-12-06,41.49348831176758,41.50773686933884,40.4722994088251,40.790529273726726,172393600
2018-12-07,40.013954162597656,41.43886790910072,39.96883131415951,41.20138228468355,169126400
2018-12-10,40.27755355834961,40.3939191668276,38.788518040620986,39.185118502126784,248104000
2018-12-11,40.047203063964844,40.797654902921295,39.66010032633159,40.76678423507608,189126800
2018-12-12,40.15882110595703,40.82852869193123,40.139821820886,40.4675495230678,142510800
2018-12-13,40.598167419433594,40.98289660129505,40.265688989423055,40.48892605974861,127594400
2018-12-14,39.29911422729492,40.15406379663115,39.251617834274576,40.135064514674504,162814800
2018-12-17,38.93339538574219,39.9807079005193,38.64603617439149,39.29199738823974,177151600
2018-12-18,39.439231872558594,39.78595878885459,39.04025421520292,39.275366243130854,135366000
2018-12-19,38.20905685424805,39.76696176214106,37.78158206275483,39.42260837756745,196189200
2018-12-20,37.24486541748047,38.498789039513056,36.88151275562685,38.09268708722474,259092000
2018-12-21,35.79619598388672,37.56071550705101,35.534964052788624,37.25198356689697,382978400
2018-12-24,34.87001037597656,35.99094267515283,34.813012528584636,35.183489477275636,148676800
2018-12-26,37.32560729980469,37.33985585447229,34.843883771660536,35.219111414123994,234330000
2018-12-27,37.083377838134766,37.230621385586616,35.639468468150554,37.00975787628032,212468400
2018-12-28,37.10237503051758,37.646219094911956,36.70340095377201,37.40398276332058,169165600
2018-12-31,37.46097946166992,37.84570497009902,37.16174528956495,37.648591489285586,140014000
2019-01-02,37.503726959228516,37.724590460067255,36.6274044817337,36.784145853458895,148158800
2019-01-03,33.768070220947266,34.6063939048383,33.722947387601785,34.19316775202063,365248800
2019-01-04,35.20960998535156,35.27848283128066,34.15042635194018,34.323789806748884,234428400
2019-01-07,35.13124465942383,35.34498388334802,34.64914915949289,35.31410959435231,219111200
2019-01-08,35.80094528198242,36.055056550079776,35.2713535405517,35.518336908581354,164101200
2019-01-09,36.40890884399414,36.69864150293026,35.53496376531212,35.929187021597,180396400
2019-01-10,36.52528762817383,36.56565974711911,35.82707935334201,36.2165556097032,143122800
2019-01-11,36.16668701171875,36.501542638359126,35.98144849990563,36.30680629526423,108092800
2019-01-14,35.62283706665039,35.924444768462564,35.437598603803195,35.82470125952503,129756800
2019-01-15,36.35191345214844,36.427906940822126,35.63470610463008,35.686953213480265,114843600
2019-01-16,36.7960205078125,37.01925755806657,36.33529785069117,36.354297134089684,122278800
2019-01-17,37.01451110839844,37.44198597490383,36.397047009696955,36.62028408574662,119284800
2019-01-18,37.242496490478516,37.49423066668109,37.04300581658366,37.40398497191301,135004000
2019-01-22,36.40654373168945,37.22111761208294,36.24505163700586,37.14512410332922,121576000
2019-01-23,36.55379104614258,36.84352383088879,36.02657260988264,36.608411731342564,92522400
2019-01-24,36.26405334472656,36.6867774572087,36.03606917947976,36.598908937659715,101766000
2019-01-25,37.465728759765625,37.553600900151864,36.64878130027886,36.924261855530716,134142000
2019-01-28,37.11900329589844,37.1261275746307,36.49204140125868,36.997883309964045,104768400
2019-01-29,36.7342643737793,37.55359244791163,36.598899490058756,37.107118439253085,166348800
2019-01-30,39.24449157714844,39.45822714683114,38.052312966631995,38.76952042341593,244439200
2019-01-31,39.527095794677734,40.13505822707616,39.08062179799805,39.44872512778767,162958400
2019-02-01,39.54609298706055,40.130305383973045,39.40597376494257,39.650587204067136,130672400
2019-02-04,40.66940689086914,40.76677685151774,39.72658881786463,39.757463103861134,125982000
2019-02-05,41.365238189697266,41.578977394234336,40.93064275033117,41.05175909628241,144406400
2019-02-06,41.379486083984375,41.6953423197784,41.049381294111875,41.47685241143466,112958400
2019-02-07,40.595787048339844,41.30824381331951,40.45329424584691,40.94251397800082,126966800
2019-02-08,40.643489837646484,40.70311587039723,40.16886530680823,40.304814408336355,95280000
2019-02-11,40.409759521484375,40.83430028954994,40.36683051801173,40.79613874916217,83973600
2019-02-12,40.75796890258789,40.784204501347254,40.47414841763224,40.569552249159045,89134000
2019-02-13,40.58863830566406,41.13719862995303,40.52662853099256,40.877229955507104,89960800
2019-02-14,40.73649978637695,40.84620963108841,40.39782441124615,40.476531198600185,87342800
2019-02-15,40.6458740234375,40.95115902339319,40.48607669059228,40.84383289109825,98507200
2019-02-19,40.76750946044922,40.889148896685995,40.42406656800364,40.476537768089266,75891200
2019-02-20,41.02986145019531,41.33753378782997,40.781818778905716,40.82951887269788,104457600
2019-02-21,40.79852294921875,41.11096283125137,40.61726108922249,40.97501734607539,68998800
2019-02-22,41.254066467285156,41.26122130122351,40.87484571141324,40.92254581743053,75652800
2019-02-25,41.554569244384766,41.945715831476846,41.48778838604835,41.53787584944258,87493600
2019-02-26,41.57841873168945,41.80976799171946,41.30175311196315,41.43054735944564,68280800
2019-02-27,41.70720672607422,41.73821342061451,41.19680814753061,41.31129272462549,111341600
2019-02-28,41.29698944091797,41.71675904686079,41.242134508972,41.5760424809069,112861600
2019-03-01,41.7310676574707,41.773996653747055,41.234978633444705,41.56649922650965,103544800
2019-03-04,41.940948486328125,42.3941048319121,41.4925596025787,41.902786955948635,109744800
2019-03-05,41.86463165283203,41.97672889044358,41.62851124268091,41.9624192242437,78949600
2019-03-06,41.623748779296875,41.85509811540578,41.48541592394316,41.65952294909317,83241600
2019-03-07,41.141971588134766,41.604670285672434,41.027490599237154,41.46872115443744,99185600
2019-03-08,41.23976135253906,41.27792289728009,40.42646117176131,40.62203635909517,95997600
2019-03-11,42.66837692260742,42.720848109464065,41.82169038046762,41.85508080489609,128044000
2019-03-12,43.14777374267578,43.567539610964324,42.78047542355031,42.93073415767286,129870400
2019-03-13,43.33858871459961,43.71780942231808,43.15016840672244,43.46737934842093,124130000
2019-03-14,43.82035827636719,43.90860727009879,43.54130890969814,43.86090353758059,94318000
2019-03-15,44.390380859375,44.6789724147162,43.822743589745585,44.087483279947165,156171600
2019-03-18,44.84354019165039,44.93178554071585,44.31167344863982,44.31406081869042,104879200
2019-03-19,44.4881706237793,45.074892326124115,44.34268297347357,44.92224984377744,126585600
2019-03-20,44.87693786621094,45.19414879506152,44.05886680985221,44.416623003991106,124140800
2019-03-21,46.52976989746094,46.825516329115906,45.2704683808724,45.320555849510406,204136800
2019-03-22,45.56621170043945,47.14987887158073,45.50181457067001,46.58939274805469,169630800
2019-03-25,45.01527786254883,45.788029035736734,44.50487908991449,45.6759317859226,175381200
2019-03-26,44.550193786621094,46.002686995822316,44.023101591485734,45.711711607654806,199202000
2019-03-27,44.950870513916016,45.25853921871362,44.492943053204904,45.01765137448114,119393600
2019-03-28,45.010498046875,45.21084063526759,44.72667756034346,45.065352975754955,83121600
2019-03-29,45.303855895996094,45.334862595503004,44.96756422056934,45.27523656677985,94256000
2019-04-01,45.611534118652344,45.71647288572653,44.929412116605654,45.706934321186864,111448000
2019-04-02,46.274566650390625,46.37950903701482,45.56620917996109,45.57574774270704,91062800
2019-04-03,46.59177780151367,46.86605606321849,46.06706586546028,46.09091773138408,93087200
2019-04-04,46.67287063598633,46.83505168659805,46.06468441762447,46.45821474988475,76457200
2019-04-05,46.98531723022461,47.009169100776084,46.730116044604905,46.85413922076049,74106400
2019-04-08,47.72467803955078,47.755681101848495,46.82790017839874,46.84698094558115,103526800
2019-04-09,47.581573486328125,48.380563770007704,47.51717635283578,47.77714861794036,143072800
2019-04-10,47.848697662353516,47.8773206328261,47.26674699962892,47.38599906529268,86781200
2019-04-11,47.45039749145508,47.93933170184318,47.328761691309175,47.903557536883895,83603200
2019-04-12,47.43130874633789,47.7342099694247,46.796890612294,47.51001553529511,111042800
2019-04-15,47.517189025878906,47.66506409923671,47.22621362127551,47.362162757208225,70146400
